,title,byline,dates,datetime
12737,Ma hops on Google+ bandwagon,"Zhai, Ivan.",20-Jul-11,2011/7/20
12724,"Henry Tang's approval rating turns negative, poll says","Fung, Fanny W Y.",20-Jul-11,2011/7/20
12730,Hope still flutters for liver patient,"Ngo, Jennifer.",20-Jul-11,2011/7/20
12733,King Sturge tie-up turns Jones Lang eyes abroad,"Sito, Peggy.",20-Jul-11,2011/7/20
12714,"MPF proposal to help seriously illMPF plan to let sick withdraw cash early Sick should be allowed to withdraw money from their fund before they reach retirement age, regulator says","Cheung, Gary.",20-Jul-11,2011/7/20
12721,Table of calendar,Anonymous.,20-Jul-11,2011/7/20
12739,"The downside of a leveraged play on China's rapid growth Holding stock in Chinese lenders can be costly; when loans grow, banks must keep a healthy ratio of capital to assets, so investors are tapped for fresh equity",Anonymous.,20-Jul-11,2011/7/20
12767,No mention of refundsin Da Vinci'sapology,Will Clem in Shanghai william.clem@scmp.com.,20-Jul-11,2011/7/20
12743,Ratings agencies have uncanny knack for getting it right,Anonymous.,20-Jul-11,2011/7/20
12766,"Getting it right the bespoke way Decorating your home with one-off, custom-made furniture that reflects your sensibilities may cost even less than buying ready-made designs","Tomlinson, Peta.",20-Jul-11,2011/7/20
12768,PLA puts new high-speed rail line to troop test,Anonymous.,20-Jul-11,2011/7/20
12765,"Finger-pointing over fatal clash Xinjiang officials blame terrorists for Monday's violence at a police station, while Uygurs abroad accuse police of killing 20 peaceful demonstrators",Ng Tze-wei in Beijing tzewei.ng@scmp.com.,20-Jul-11,2011/7/20
12764,Affluent buyers push up rates in Brooklyn Report shows increasing demand for new apartments in New York's most populous borough,Bloomberg in New York.,20-Jul-11,2011/7/20
12763,What: Stix EcoSmart Fire,"Roden, David.",20-Jul-11,2011/7/20
12713,S&P slashes Citic Pacific rating S&P slashes Citic Pacific rating to junk status Demotion prompted by cost blowout at Australian Sino Iron mining development,"Rovnick, Naomi.",20-Jul-11,2011/7/20
12715,"Mainland brokers target HK listings Citic Securities leads the way with its own US$2.7 billion IPO, while also advising others on listings","Lee, Amanda; Reuters amanda.lee@scmp.com.",20-Jul-11,2011/7/20
12716,Church deserved more protection,Anonymous.,20-Jul-11,2011/7/20
12717,KMB asks for fund to put lid on fares Bus company suggests government set aside money to help operators cope with rising fuel prices and to prevent major ticket price increases for the public,"Chong, Dennis.",20-Jul-11,2011/7/20
12718,Paediatric doctor accused of needless leg surgery,"Lo, Wei.",20-Jul-11,2011/7/20
12719,"Book fair aims to be a model of learning Organisers hope the 526 exhibitors will keep the attention of visitors, not the promotions girls","Nip, Amy; Gu, Janet.",20-Jul-11,2011/7/20
12720,Why commercial prices are racing ahead Investors are willing to pay more for a steady and less volatile income source in uncertain times - even though fundamentals are still weak,"Gordon, Jacques.",20-Jul-11,2011/7/20
12722,"Always a cut above, Canto-pop king Leon Lai shows what a luxury bamboo suit can do",Anonymous.,20-Jul-11,2011/7/20
12740,Social vices breed double standards,Anonymous.,20-Jul-11,2011/7/20
12723,"'No evidence of attack on Tsang' Lawyers for protester accused of hitting chief executive say incident was trivial, but prosecutors insist that only peaceful demonstrations should be allowed","Chiu, Austin.",20-Jul-11,2011/7/20
12742,On Beijing's anger at a White House meeting between the Dalai Lama and Barack Obama,Anonymous.,20-Jul-11,2011/7/20
12708,La Mer's customers all awash with beauty care from the sea,Anonymous.,20-Jul-11,2011/7/20
12707,"International valuation standards to cut risks New rules to enhance transparency and strengthen investor confidence are not just for property valuation, but also other assets","Li, Sandy.",20-Jul-11,2011/7/20
12706,"Intellectual property rights far from neglected on mainland Benjamin Bai, who heads the China intellectual property practice for Allen & Overy, says it is a misconception that IP is not protected","Bai, Benjamin.",20-Jul-11,2011/7/20
12705,Guests sample a touch of Hollywood glamour as Entourage-themed party reaches for stars,Anonymous.,20-Jul-11,2011/7/20
12704,Two sites expected to fetch up to HK$6.64b,Anonymous.,20-Jul-11,2011/7/20
12703,Events Calendar,Anonymous.,20-Jul-11,2011/7/20
12744,Mortgage squeeze forces cut in prices,Bloomberg in London.,20-Jul-11,2011/7/20
12745,"P.L.A. threat toTaiwan 'biggerthan ever' No peace dividend for Taipei, with defence white paper saying mainland navy and air force is already strong enough to impose a blockade on the island",Lawrence Chung in Taipei lawrence.chung@scmp.com.,20-Jul-11,2011/7/20
12751,"Yuan exchange market proves the critics wrong In just 12 months of trading, it has gone from being non-existent to become a major currency player in Asia","Chen, Lulu.",20-Jul-11,2011/7/20
12695,HK study links liver cancer to male sex hormones Chinese University discovery explains why the disease is much more prevalent among men across the world,"Lau, Stuart.",20-Jul-11,2011/7/20
12696,"HK is top base for global business Report finds city's trilingual mix and skilled workforce are factors, as Asian locations dominate ranks, reflecting economic power shift","Sito, Peggy.",20-Jul-11,2011/7/20
12697,Home resales rise 2.6pc as Vancouver market slows Overall outlook for housing is upbeat despite cooler activity in expensive Canadian cities,Reuters in Toronto.,20-Jul-11,2011/7/20
12698,Winged beauties,Anonymous.,20-Jul-11,2011/7/20
12699,"Wynn defies bottom line with US$135m donation After a great second quarter, casino operator sets a record for a Hong Kong-listed firm with its huge handout to the University of Macau","Gough, Neil.",20-Jul-11,2011/7/20
12700,"Christian group denies plan to scrap poll Critics say a proposal to change the way 300,000 members select delegates to the Election Committee - which picks the chief executive - is undemocratic","Tanna Chong; Chan, Thomas.",20-Jul-11,2011/7/20
12741,Debates on spending 'show poor planning',Tanna Chong tanna.chong@scmp.com.,20-Jul-11,2011/7/20
12701,Pan-democrats target an election pact,"Fung, Fanny W Y; Lau, Stuart.",20-Jul-11,2011/7/20
12746,"Protesters take to streets over cost of flats High demand in main cities pushes up rents and sale prices, forcing government to pledge action",The Guardian in Jerusalem.,20-Jul-11,2011/7/20
12702,Events,Anonymous.,20-Jul-11,2011/7/20
12748,"the answer? Communism has left China bereft of a national philosophy that teaches life lessons. With social and ethical problems growing, some wonder if tradition is the solution Is Confucianism","Ngo, Jennifer.",20-Jul-11,2011/7/20
12747,BEIJING: Online fakers shut down,Anonymous.,20-Jul-11,2011/7/20
12711,Newly rich always good for a laugh HOW WE SEE IT,Anonymous.,20-Jul-11,2011/7/20
12710,"More the merrier for Touchmedia Mainland advertising company seeks to double the number of interactive digital display panels in taxis every year, from the current 30,000",Daniel Ren in Shanghai ren.wei@scmp.com.,20-Jul-11,2011/7/20
12709,Legco's new home fails to win lawmakers' vote Concerns include insufficient separation from government offices and lack of protest space,"Fung, Fanny W Y.",20-Jul-11,2011/7/20
12762,Troubled S Korean firm's tanker to be put up for sale Judge orders appraisal and tender of one of three ships detained in city over owner's financial woes,"Wallis, Keith.",20-Jul-11,2011/7/20
12760,"Jailed Ocean grand pair sued Companies and liquidator seek HK$19m payout and interests in flats from Ocean Grand founder Michael Yip and his sister, who are in prison for fraud","Yiu, Enoch.",20-Jul-11,2011/7/20
12759,Sihuan to reap fast profit from stake sale,"So, Charlotte.",20-Jul-11,2011/7/20
12758,Retailers back charges for non-woven bags Poll finds support for imposing a tax on fabric-like plastic carriers to stop abuse by people trying to avoid the 50 cent charge on conventional bags,"Wong, Olga.",20-Jul-11,2011/7/20
12761,"Deputy mayors executed for taking bribes Deaths of Xu Maiyong, Jiang Renjie - who took 250m yuan - are sign of Beijing getting tough on graft","Zuo, Mandy.",20-Jul-11,2011/7/20
12757,"We need ocean code of conduct, Yudhoyono says Indonesian leader warns China and region that they must send message on behaviour in South China Sea",Greg Torode in Nusa Dua greg.torode@scmp.com.,20-Jul-11,2011/7/20
12756,"Property: Island Lodge, 180 Java Road",Anonymous.,20-Jul-11,2011/7/20
12755,"Profits and expenses surge at state-owned enterprises Earnings growth robust in the first half, but finance ministry warns that costs are outpacing revenue",Celine Sun in Beijing celine.sun@scmp.com.,20-Jul-11,2011/7/20
12754,On with the show,Anonymous.,20-Jul-11,2011/7/20
12753,How can someone with limited administrative skills run HK?,Anonymous.,20-Jul-11,2011/7/20
12752,Cooling measures cut purchases by quarter,Bloomberg in Singapore.,20-Jul-11,2011/7/20
12750,Real estate Q & A,Anonymous.,20-Jul-11,2011/7/20
12728,Fears for free expression in bid for online forum,"Simpson, Cheung.",20-Jul-11,2011/7/20
12749,English has always been an integral part of Hong Kong's international trade,Anonymous.,20-Jul-11,2011/7/20
12803,"Number of estate agents reaches a record high Total of individual licensees in city hits ,022, despite a fall in transactions in the first half of the year","Leung, Paggie.",21-Jul-11,2011/7/21
12784,Jimmy Lai given nod to launch Taiwanese channel,Anonymous.,21-Jul-11,2011/7/21
12777,Evergrande in HK$656m share buyback Guangdong real estate group's move comes amid speculation of short sellers targeting stock,"Lee, Amanda.",21-Jul-11,2011/7/21
12811,Dual-track interest rates hinder development,Anonymous.,21-Jul-11,2011/7/21
12810,Lessons not learned from past scandals Credibility of marine environmental watchdog is at stake as it denies a cover-up amid growing public outrage,Anonymous.,21-Jul-11,2011/7/21
12801,"Beijing suffers attack of nerves over its holdings of US dollars China's central bank will suffer large losses on its huge US dollar reserves if the American currency weakens significantly, which it is well aware of, despite denials",Anonymous.,21-Jul-11,2011/7/21
12782,Taipei launches its own ICAC to tackle corruption,Lawrence Chung in Taipei lawrence.chung@scmp.com.,21-Jul-11,2011/7/21
12800,Free press a check on abuse of power,Anonymous.,21-Jul-11,2011/7/21
12808,UK lawyer seeks Asian plaintiffs for cartel case Few firms from region act over airfreight price-fixing by airlines including Cathay Pacific,"Wallis, Keith.",21-Jul-11,2011/7/21
12798,Let justice prevail for a well-respected judge,Anonymous.,21-Jul-11,2011/7/21
12797,Putting the cart before the horse,Anonymous.,21-Jul-11,2011/7/21
12804,Bouquets all round as celebrities find time for the opening of new Swiss watch boutique,Anonymous.,21-Jul-11,2011/7/21
12805,Appeal court to rule on refugee screening,Anonymous.,21-Jul-11,2011/7/21
12785,OOCL bemoans drop in freight rates Shipping firm fears 'disappointing' outlook after growth in cargo volumes eclipses rise in revenue,"Wallis, Keith.",21-Jul-11,2011/7/21
12806,"Xinjiang police 'shot dead 14 thugs' Xinjiang police had to shoot, says chief Hotan town still tense after authorities say 'religious extremists' launched deadly attack on police station","Choi Chi-yuk in Hotan; Tze-wei, Ng.",21-Jul-11,2011/7/21
12807,"Buyers warm to Anhui Saunaking's stock offer Launch on ChiNext market is 300 times oversubscribed, but analysts doubt a rush of other non-hi-tech firms will hit second board",Daniel Ren in Shanghai ren.wei@scmp.com.,21-Jul-11,2011/7/21
12809,Plan for HK affairs chief to meet Legco was foiled,Tanna Chong tanna.chong@scmp.com.,21-Jul-11,2011/7/21
12812,Consultation to start on midterm vacancies,Anonymous.,21-Jul-11,2011/7/21
12799,Government must end ESF subsidy,Anonymous.,21-Jul-11,2011/7/21
12813,CNOOC buys bankrupt Canadian oil sands firm,"Yu, Sophie.",21-Jul-11,2011/7/21
12780,Hopewell hopes to lift asset value in mall renovation,"Sito, Peggy.",21-Jul-11,2011/7/21
12815,Airlines face soaring claims over fuel fix Freight clients urged to sign up with law firms pursuing airlines for damages after European Commission's finding of collusion in fuel surcharges,"Wallis, Keith.",21-Jul-11,2011/7/21
12783,State Council takes aim at illegal golf courses Rash of unauthorised land use an 'embarrassment' in drought-prone region as crackdown pledged,Ed Zhang in Beijing ed.zhang@scmp.com.,21-Jul-11,2011/7/21
12781,"Apple eyes China revenue chest Third quarter's US$3.8b from mainland, Hong Kong and Taiwan market, a six-fold increase, helps iPhone and iPad maker achieve all-time earnings record","Perez, Bien.",21-Jul-11,2011/7/21
12802,Property developers to blame for illegal structures fiasco in New Territories,Anonymous.,21-Jul-11,2011/7/21
12779,Xinyi Solar may raise US$300m in HK listing Xinyi Glass unit's IPO will raise funds to boost parent company's output of core products,"Sun, Celine; Bloomberg.",21-Jul-11,2011/7/21
12778,"Parkinson's patients find hope in herbs Tests on gambir vine stem, used in traditional Chinese medicine, show it reduces symptoms of the disease and side effects of drug treatment","Lo, Wei.",21-Jul-11,2011/7/21
12776,Events,Anonymous.,21-Jul-11,2011/7/21
12775,'China factor' boosts funds industry by 18.6pc,"Yiu, Enoch.",21-Jul-11,2011/7/21
12774,No evil eye for Greek designer as she finds herself at home in HK,Anonymous.,21-Jul-11,2011/7/21
12773,"Officers in swoop on seafood smugglers Police seize tonne of lobster and abalone worth HK$610,000 in Lantau operation","Lo, Clifford.",21-Jul-11,2011/7/21
12772,Table of Contents,Anonymous.,21-Jul-11,2011/7/21
12771,That sinking feeling,Anonymous.,21-Jul-11,2011/7/21
12770,A tiger wife springs into action HOW WE SEE IT,Anonymous.,21-Jul-11,2011/7/21
12769,"Writer won't give up on ideals Li Chengpeng, who wanted to run as an independent candidate for a mainland local legislature, is not bowed by official pressure","Yu, Verna.",21-Jul-11,2011/7/21
12822,Events,Anonymous.,21-Jul-11,2011/7/21
12821,"Lenders bank on soaring wealth Mainland's burgeoning wealth-management market tipped to growat double-digit pace by 2015, making it one ofthe largest in the world",Jane Cai in Beijing xuejun.cai@scmp.com.,21-Jul-11,2011/7/21
12820,Star Ferry seeks fare rises or subsidy,"Mok, Danny.",21-Jul-11,2011/7/21
12819,BEIJING: Bridge wrecker arrested,Anonymous.,21-Jul-11,2011/7/21
12818,"Lenovo shares rise 9pc on August launch of tablets Mainland giant to ship three new devices, equipped with Google's Android operating system","Perez, Bien.",21-Jul-11,2011/7/21
12816,"20,000 pack into fair in 2 hours Crowds rush in to snap up book bargains galore, with pseudo-models still managing to cause a stir","Nip, Amy; Gu, Janet.",21-Jul-11,2011/7/21
12814,Ban on idling engines delayed Legco panel accuses fficials of a 'breach of trust' after department informs lawmakers of a three-month postponement in long-awaited legislation,"Ng, Joyce.",21-Jul-11,2011/7/21
12796,"Mainland wives rush to book hospital beds Spouses of HK men are hiring agents to secure maternity services early in their pregnancy, as supply tightens after a recent cap on deliveries","Tam, Fiona; Lee, Ella.",21-Jul-11,2011/7/21
12817,"Oil spill washes up on beaches Tar balls have been found on the Bohai Sea coastline, 170 kilometres away from a spill at a large offshore oilfield, prompting fears of environmental disaster",Shi Jiangtao in Beijing jiangtao.shi@scmp.com.,21-Jul-11,2011/7/21
12794,"Another triumph for Diocesan schools' choirs After success at a competition in Germany, the government is urged to promote the music style","Yin, Jackie.",21-Jul-11,2011/7/21
12793,Caution expected on residential site Developers may be wary of Tung Chung bid as the government is pressured on subsidised housing,"Li, Sandy; Sito, Peggy.",21-Jul-11,2011/7/21
12792,"Fears for future as factories go bust Labour shortages and production costs force two big employers close in Dongguan, as worries mount that SMEs' woes will spread to leading companies","Zuo, Mandy.",21-Jul-11,2011/7/21
12791,"Middle class most dissatisfied, poll finds","Cheung, Martin.",21-Jul-11,2011/7/21
12790,"MPF payouts 'better in instalments' Phased withdrawals offer flexibility for retirees, says Mandatory Provident Fund authority chairwoman","Wong, Martin.",21-Jul-11,2011/7/21
12789,Reciprocity 'never an issue in ties',"Fung, Fanny W Y.",21-Jul-11,2011/7/21
12788,"Winner bags car with one entry Computer worker grabs fantastic top prize in SCMP draw, then reveals he hasn't got a driver's licence","McIntyre, Andrew.",21-Jul-11,2011/7/21
12787,Double happiness takes the limelight when celebrity couples accept sponsor's invitation,Anonymous.,21-Jul-11,2011/7/21
12786,"Fund-raising not on BOC agenda, chief says Bank of China has no plans to raise more capital after regulations tightened, unlike other mainland banks",Jane Cai in Beijing xuejun.cai@scmp.com.,21-Jul-11,2011/7/21
12795,"China, Asean agree on guidelines over claims Deal paves the way for talks on a code of conduct in handling region's territorial claims and disputes",Greg Torode in Nusa Dua; Indonesia greg.torode@scmp.com.,21-Jul-11,2011/7/21
12882,"Mainland media join Murdoch backlash Chinese commentators accuse western media of 'hypocrisy' and empty sloganeering about freedom and human rights, criticise self-regulation of press","Zhang, Ed.",22-Jul-11,2011/7/22
12881,More rail officials probed on corruption suspicions Senior cadres face investigations following February's sacking of rail minister Liu Zhijun,"Zuo, Mandy.",22-Jul-11,2011/7/22
12880,"PLA opens its doors to press pack No smiling, no alcohol - and no sex before 25 - that's life as a soldier in the elite Guards of Honour",Teddy Ng in Beijing teddy.ng@scmp.com.,22-Jul-11,2011/7/22
12879,15 dogs killed in blaze at shelter,"Yin, Jackie; Nip, Amy.",22-Jul-11,2011/7/22
12878,Social media jobs are hot job trends IT&T sales professionals,Anonymous.,22-Jul-11,2011/7/22
12877,"Maritime code seen as tough task Guidelines for behaviour in South China Sea done, Asean, Beijing now eye legally binding rules",Greg Torode in Nusa Dua; Indonesia greg.torode@scmp.com.,22-Jul-11,2011/7/22
12866,Teachers-to-be fear plans for 'brainwashing' Institute of Education survey finds most of its students are sceptical about the government's proposals for compulsory national education,"Ngo, Jennifer.",22-Jul-11,2011/7/22
12869,Table of contents,Anonymous.,22-Jul-11,2011/7/22
12870,"starting gate Jockey club chief says his organisation is in a tight race against illegal operators and a global melding of the industry, and needs to have regulatory chains loosened Left at the","Aitken, Alan.",22-Jul-11,2011/7/22
12883,BEIJING: Noted scientist held for graft,Anonymous.,22-Jul-11,2011/7/22
12872,Consider all costs of a third runway,Anonymous.,22-Jul-11,2011/7/22
12873,"Scrapping the ESF subsidy would be a costly mistake Despite all the recent stinging criticism, the public subsidy for Hong Kong's English Schools Foundation provides the city with excellent value for money",Anonymous.,22-Jul-11,2011/7/22
12874,"HK's ""Turtle"" pokes his neck out in UK phone-hacking fiasco",Anonymous.,22-Jul-11,2011/7/22
12868,ROOMS WITH A VIEW,Anonymous.,22-Jul-11,2011/7/22
12884,Experimental atomic reactor linked to grid State media hails breakthrough in mainland's goal of developing home-grown fourth-generation power plants as test 'fast reactor' begins operation,Staff Reporter; Bloomberg.,22-Jul-11,2011/7/22
12888,Next Media surges on news channel approval Share price and trading volume make major gains after Taiwan regulator endorses broadcast licence,"Perez, Bien.",22-Jul-11,2011/7/22
12854,Doctors' debate in public interest,Anonymous.,22-Jul-11,2011/7/22
12823,Events,Anonymous.,22-Jul-11,2011/7/22
12864,"SMEs heading for financial collapse, Beijing warnedBusiness lobby group warns Beijing that SMEs are heading for collapse",Ren Wei in Shanghai ren.wei@scmp.com.,22-Jul-11,2011/7/22
12863,Potential family donor gives liver patient hope Relative of Ricky Cheng Kin-kwong is undergoing tests; transplant operation could take place today,"Yuk-hang, Ng.",22-Jul-11,2011/7/22
12861,Ministry's 20b yuan debt sale falls short of target Only 97pc of mainland railways offering is sold as nervous investors show caution in market,"Chen, Lulu.",22-Jul-11,2011/7/22
12860,Foxconn warns of loss for first half,Anonymous.,22-Jul-11,2011/7/22
12859,Mong Kok site to be rezoned commercial,Anonymous.,22-Jul-11,2011/7/22
12885,'Sea dragon' sub reaches new depths,"Tam, Fiona; Agence France-Presse.",22-Jul-11,2011/7/22
12858,Exchange Fund leaps back into profit Exchange Fund back in profit in year's first half Bonds and foreign currency markets boost returns for the city's currency manager but experts warn that uncertain times in the sector could lay in wait,"Yiu, Enoch.",22-Jul-11,2011/7/22
12876,career builder,Anonymous.,22-Jul-11,2011/7/22
12867,Exchange Fund turns from loss to HK$46b profit,Anonymous.,22-Jul-11,2011/7/22
12889,Impact assessment in need of review,Anonymous.,22-Jul-11,2011/7/22
12871,"Telcoms law 'does not cover' radio A 75-year-old ordinance used to convict 6 Citizens' Radio activists limits freedom of speech, lawyer says","Moy, Patsy.",22-Jul-11,2011/7/22
12887,Small things can have big career impact survival tips,Anonymous.,22-Jul-11,2011/7/22
12886,"Tighten government, property loans, banks told",Anonymous.,22-Jul-11,2011/7/22
12857,"Asylum seekers' appeal dismissed After a long deliberation of 17 months, judges uphold the government's right to refuse to screen claimants","Ip, Chris.",22-Jul-11,2011/7/22
12856,Sheung Wan station to close for track work,"Lo, Wei.",22-Jul-11,2011/7/22
12875,face-to-face book,Anonymous.,22-Jul-11,2011/7/22
12824,Honours for bravery,Anonymous.,22-Jul-11,2011/7/22
12836,Ban on Islamic dress sparked Uygur attack Residents believe clampdown on Xinjiang women wearing black veils and traditional outfits triggered armed assault on Nuerbage police station,Choi Chi-yuk in Hotan chiyuk.choi@scmp.com.,22-Jul-11,2011/7/22
12835,By-elections back on the table in Tang's new plans Chief Secretary proposes leaving things the way they are among options for mid-term voting reform,"Cheung, Gary.",22-Jul-11,2011/7/22
12834,"Census taker 'rape' denied by officials Web rumour female worker attacked on job is false, statistics department says","Simpson, Cheung.",22-Jul-11,2011/7/22
12833,"Curb property loans, lenders told Mainland regulator asks banks to staunchly guard against risks of credit to local-government vehicles",Jane Cai in Beijing xuejun.cai@scmp.com.,22-Jul-11,2011/7/22
12832,Would-be father grabbed children Court told tutor who grabbed the hands of twolittle girls outside a kindergarten was a 'social victim' who was driven by the desire to be a dad,"Chiu, Austin.",22-Jul-11,2011/7/22
12862,PCCW boss jailed over HK$53m fraud Telecoms giant's ex-manager Hui Chuen-kit sentenced for awarding contracts to his firms,"Chiu, Austin.",22-Jul-11,2011/7/22
12837,Armed guards big issue for captains,"Wallis, Keith.",22-Jul-11,2011/7/22
12831,Gome's founder to face lawsuits Court confirms hearing for investor's claim over losses suffered in insider trading scam,"Tze-wei, Ng.",22-Jul-11,2011/7/22
12829,Masthead,Anonymous.,22-Jul-11,2011/7/22
12828,Potter casts blockbuster spell on fair with big sales Fierce competition among English-language booksellers leads to discounts of up to 50pc,"Nip, Amy; Ornell, Natalie; Wang Kanglei.",22-Jul-11,2011/7/22
12827,ZTE launches drive for innovative tech solutions Telecoms equipment manufacturer establishes HK$120 million fund to invest in staff projects,"Perez, Bien.",22-Jul-11,2011/7/22
12825,"Fewer firms expect to hire Survey of employers reveals first drop since 2009 in the number of companies expecting to recruit more staff, but job market still buoyant","Wong, Martin.",22-Jul-11,2011/7/22
12865,Survey points to factory slowdown 'Flash' purchasing managers' index suggests contraction in mainland manufacturing,"Tsang, Denise.",22-Jul-11,2011/7/22
12855,www.fuel.hk,Anonymous.,22-Jul-11,2011/7/22
12830,Henry Tang tipped as city's leader,"Cheung, Gary; Kang-chung, Ng.",22-Jul-11,2011/7/22
12838,Aaron Kwok to suit up for Ferrari lovers challenge in Shanghai,Anonymous.,22-Jul-11,2011/7/22
12843,Official upbeat over output for manufacturing Ministry spokesman offers optimistic assessment to allay fears of a hard landing in China's economy,Cary Huang in Beijing cary.huang@scmp.com.,22-Jul-11,2011/7/22
12840,"Inflation at three-year high due to rent, food",Anonymous.,22-Jul-11,2011/7/22
12847,McDull and mum move up in the world in HK waxworks first,Anonymous.,22-Jul-11,2011/7/22
12848,Monkeying around with city politics HOW WE SEE IT,Anonymous.,22-Jul-11,2011/7/22
12839,"Hundreds arrested in triad sweep Police clean-up in HK, Guangdong and Macau to ensure trouble-free student games in Shenzhen","Lo, Clifford.",22-Jul-11,2011/7/22
12850,Shu Qi is consummate professional at glitzy Armani opening despite her need for sleep,Anonymous.,22-Jul-11,2011/7/22
12851,Spring Airlines to list in Shanghai in 2012 China's only budget airline will increase its fleet size to 60 by 2015 from 24 at present,"So, Charlotte.",22-Jul-11,2011/7/22
12852,Table of Events,Anonymous.,22-Jul-11,2011/7/22
12849,Government opens input on by-election plan,Anonymous.,22-Jul-11,2011/7/22
12846,"Foxconn shares to feel heat after profit warning With labour and demand problems, the world's top maker of mobile handsets reports loss for half-year","Rovnick, Naomi.",22-Jul-11,2011/7/22
12845,Floating above it all,Anonymous.,22-Jul-11,2011/7/22
12844,Events,Anonymous.,22-Jul-11,2011/7/22
12826,Disabled woman wins payout from security firm Court awards student compensation for injury from fall from shopping mall wheelchair lift,"Moy, Patsy.",22-Jul-11,2011/7/22
12841,"Democrats have plan for 'super seats' Lawmaker James To Kun-sun may run for a district council seat, part of his party's strategy for new functional-constituency seats in Legco",Fanny W.Y.Fung; Tanna Chong.,22-Jul-11,2011/7/22
12842,Debate over NETs has nothing to do with remuneration of domestic helpers,Anonymous.,22-Jul-11,2011/7/22
12853,"Developer prices offering low Sino Harbour Property has priced the shares of its upcoming Hong Kong IPO at lower end of the range, HK$1.10, after tepid investor response","Leung, Paggie; Sito, Peggy.",22-Jul-11,2011/7/22
12927,Ex-civil servants to face new rules on jobs Revised regulations follow case of former housing chief who went to work for property developer,"Fung, Fanny W Y.",23-Jul-11,2011/7/23
12928,End of the road,Anonymous.,23-Jul-11,2011/7/23
12929,Uygur resentment at 'unfair' practices Hotan's Uygurs attribute a deadly attack on a police station to long-standing unhappiness with the dominant Han over perceived acts of injustices,Choi Chi-yuk in Hotan chiyuk.choi@scmp.com.,23-Jul-11,2011/7/23
12937,Experiment that can't afford to fail,Anonymous.,23-Jul-11,2011/7/23
12942,"Can anyone fill Yao Ming's giant shoes? Basketball star's success wasn't just about talent, and his retirement puts the focus on the development of the next generation of sportsmen","Ren, Daniel.",23-Jul-11,2011/7/23
12938,Reformed and means-tested CSSA can support elderly who truly need help,Anonymous.,23-Jul-11,2011/7/23
12939,Revive Home Ownership Scheme now,Anonymous.,23-Jul-11,2011/7/23
12926,ICAC charges Brian Kan with corrupt conduct Commission accuses former champion horse trainer and rural leader of offering a bribe in an election,"Lo, Clifford; Ng, Joyce.",23-Jul-11,2011/7/23
12930,"Canada places fugitive's life in china's hands Judge ends Lai Changxing's battle for refugee status, saying mainland's most wanted man is 'a common criminal' who should stand trial at home","Li, Raymond.",23-Jul-11,2011/7/23
12925,Insider trader seeks to appeal against conviction,Anonymous.,23-Jul-11,2011/7/23
12918,"Mainlander attacks national flag Passers-by rescue official flag from 74-year-old who had just crossed border on tourist visa, police say","Lo, Clifford.",23-Jul-11,2011/7/23
12912,Ex-Cathay pilots denied leave to appeal,"Moy, Patsy.",23-Jul-11,2011/7/23
12921,Drink-driver was speeding before fatal accident,Anonymous.,23-Jul-11,2011/7/23
12920,"Sue Chan, associate director - Hong Kong digital practice, Edelman",Anonymous.,23-Jul-11,2011/7/23
12919,China Mobile cheatgets death sentence,"Ng, Teddy.",23-Jul-11,2011/7/23
12940,Tibet policy needs rethink by Beijing,Anonymous.,23-Jul-11,2011/7/23
12917,Events,Anonymous.,23-Jul-11,2011/7/23
12916,New notes pay tribute to heritage and hopes Hong Kong's three note-issuing banks present fresh designs inspired by the city's traditions and future,"Ngo, Jennifer.",23-Jul-11,2011/7/23
12914,Proposals for by-elections 'constitutional' But law professor says options in government's consultative paper still risk court challenges,"Cheung, Gary; Chong, Dennis; Fung, Fanny W Y.",23-Jul-11,2011/7/23
12913,"Refund blow for Hontex investors Judge won't order troubled fabric firm to repay HK$1 billion in IPO proceeds until after a trial, despite claims that the company's prospectus misled investors","Yiu, Enoch.",23-Jul-11,2011/7/23
12915,New Yorker appointed as MTR head Jay Walder has track record of success on transport systems but his salary and reputation for forcing through lay-offs has unions and others wary,"Chong, Dennis.",23-Jul-11,2011/7/23
12897,"Liver patient finally gets transplantOdds favour safe outcome for liver donor, patient","Wong, Martin.",23-Jul-11,2011/7/23
12924,"Lam notsaying ifelections can stay Commitment to respecting the opinions of the public on options for filling midterm Legco vacancies in doubt, with minister insisting 'loophole' must be shut","Cheung, Gary; Fanny W.Y. Fung.",23-Jul-11,2011/7/23
12941,"Leading professor hit with claims of embezzlement Geologist at China Academy of Sciences arrested over claims funds misused to pay, in part, for lovers",Will Clem in Shanghai william.clem@scmp.com.,23-Jul-11,2011/7/23
12945,It happened then,Anonymous.,23-Jul-11,2011/7/23
12943,"Running Lai Changxing's 12-year battle to stay in Canada, which will probably end this weekend with his deportation to China, is no less dramatic than his epic career as a bootlegger, pimp and destroyer of political careers out of options","Li, Raymond.",23-Jul-11,2011/7/23
12896,"Long-distance love blossoms into a back-garden proposal Despite their often long-distance relationship, same-school couple finally marry in Toronto and then celebrate with friends and family in HK",Anonymous.,23-Jul-11,2011/7/23
12895,Teen effectively walks free over gang abuse of mentally disabled man,"Chiu, Austin.",23-Jul-11,2011/7/23
12894,HK$87m insider trader appeals against conviction,"Yiu, Enoch.",23-Jul-11,2011/7/23
