,title,byline,dates,datetime,kw-China,kw-Ma
17639,HK woman missing in Philippines for 11 days Mother not seen since Manila business meeting,"Evans, Annemarie.",24 Sep 2010,2010-09-24,False,True
17637,Death,Anonymous.,24 Sep 2010,2010-09-24,False,False
17623,More flights push visitor numbers to record levels,"Eng, Dennis.",24 Sep 2010,2010-09-24,False,False
17624,Hundreds have say on Games bid forum,"Nip, Amy.",24 Sep 2010,2010-09-24,False,False
17625,"Aquino invited to visit Beijing, aide confirms","Robles, Raissa; Tsang, Phyllis.",24 Sep 2010,2010-09-24,False,False
17626,Second dengue case,"Mok, Danny.",24 Sep 2010,2010-09-24,False,False
17627,Summit in US marks shift in wary regionSummit in US marks shift in wary region Sea disputes will be high on agenda as Obama meets Asean leaders,"Torode, Greg; Chan, Minnie.",24 Sep 2010,2010-09-24,False,True
17628,The sky's the limit? Not for paper balloons,"Nip, Amy.",24 Sep 2010,2010-09-24,False,False
17638,"Wanted: 1,000 professors for HK universities HK universities search for 1,000 professors","Yau, Elaine.",24 Sep 2010,2010-09-24,False,False
17629,Obama hails co-operation after Wen talks tough on the yuan Sino-US co-operation hailed by Obama,Cary Huang in Beijing Kristin Jones in New York; Associated Press.,24 Sep 2010,2010-09-24,False,True
17631,Mid-Autumn Festival,Anonymous.,24 Sep 2010,2010-09-24,False,False
17632,"Less rubbish, fewer mooncakes go to waste",Tanna Chong.,24 Sep 2010,2010-09-24,False,False
17633,HK bosses rule out debate on labour reforms Employers say workers speaking different language with proposal,"Tsang, Denise.",24 Sep 2010,2010-09-24,False,False
17634,HK & Delta,Anonymous.,24 Sep 2010,2010-09-24,False,False
17635,Energy,Anonymous.,24 Sep 2010,2010-09-24,False,False
17636,Drink-driving,Anonymous.,24 Sep 2010,2010-09-24,False,False
17630,NEWS SECTION A; scmp.com today; CITY.LIFE.SPORT SECTION C; BUSINESS SECTION B,Anonymous.,24 Sep 2010,2010-09-24,False,False
11388,"Contemporary twist Overview Fashion designers are giving a modern look to the slightly bohemian simplicity of another era, writes Susan Schwartz",Anonymous.,24 Sep 2010,2010-09-24,False,False
17658,Report of Geoghegan quitting 'nonsense',"Yiu, Enoch.",24 Sep 2010,2010-09-24,False,False
17681,Delegate Concierge meets needs,Anonymous.,24 Sep 2010,2010-09-24,False,False
17670,Grab a ride to the height of fashionSeibu Models Leigh and Heather step out in style to show the trends that will be the talk of Hong Kong's fashionistas this season,Anonymous.,24 Sep 2010,2010-09-24,False,False
17682,InterContinental Puxi organises various activities including team-building and meeting the community A customised event for every occasion,Anonymous.,24 Sep 2010,2010-09-24,False,False
17671,Idling exemptions benefit the polluter,Anonymous.,24 Sep 2010,2010-09-24,False,False
17672,Business,Anonymous.,24 Sep 2010,2010-09-24,False,False
17673,Acquisitions,Anonymous.,24 Sep 2010,2010-09-24,False,False
17674,Westin Shanghai glitters,Anonymous.,24 Sep 2010,2010-09-24,False,False
17675,Sofitel specialists create ideal events,Anonymous.,24 Sep 2010,2010-09-24,False,False
17676,Harbour Grand HK has it all,Anonymous.,24 Sep 2010,2010-09-24,False,False
17677,Haute cuisine at the Hyatt,Anonymous.,24 Sep 2010,2010-09-24,False,False
17678,Ballrooms on the Bund,Anonymous.,24 Sep 2010,2010-09-24,False,False
17680,SkyCity Marriott offers expo deal,Anonymous.,24 Sep 2010,2010-09-24,False,True
17700,City,Anonymous.,24 Sep 2010,2010-09-24,False,False
17699,Fuming. ... [Derived Headline; Caption text only],Anonymous.,24 Sep 2010,2010-09-24,False,False
17698,Strait solution. ... [Derived Headline],Anonymous.,24 Sep 2010,2010-09-24,False,False
17679,Ritz-Carlton has lofty ambitions,Anonymous.,24 Sep 2010,2010-09-24,False,False
17696,There is no need to destroy our valued trees... [Derived Headline],Anonymous.,24 Sep 2010,2010-09-24,False,False
17683,"Hong Kong's hotel kitchens and independent caterers are well versed in ensuring that delegates are fed and refreshed, writes Ed Peters supreme showcase",Anonymous.,24 Sep 2010,2010-09-24,False,False
17684,Water wonderland,Anonymous.,24 Sep 2010,2010-09-24,False,False
17697,Surveyors settle for KL,Anonymous.,24 Sep 2010,2010-09-24,False,False
17686,Olympic legacy pays dividends,Anonymous.,24 Sep 2010,2010-09-24,False,False
17687,Qingdao rides Olympic wave,Anonymous.,24 Sep 2010,2010-09-24,False,False
17688,City set for boom times,Anonymous.,24 Sep 2010,2010-09-24,False,False
17689,Sector has bright future,Anonymous.,24 Sep 2010,2010-09-24,False,False
17690,"Green brief for eco-friendly designersUnderwear Consumers' demands for environmentally sustainable products are even extending to lingerie, writes Andrea Li",Anonymous.,24 Sep 2010,2010-09-24,False,True
17691,"Simple yet elegantMEN'S SHOES Boots, vintage leather and biodegradable soles are in step with style, writes Susan Schwartz",Anonymous.,24 Sep 2010,2010-09-24,False,False
17692,"Mix and match WOMEN'S SHOES Feminine and chunky styles exist side by side in a playful application of colours and materials, writes Susan Schwartz",Anonymous.,24 Sep 2010,2010-09-24,False,True
17693,"Stay cool by keeping warm Packing for a winter holiday Check weather forecasts and list activities you are likely to be doing, writes Susan Schwartz",Anonymous.,24 Sep 2010,2010-09-24,False,False
17685,Divine inspiration,Anonymous.,24 Sep 2010,2010-09-24,False,False
17694,"Get creativeSpice up your look Use the season's wide range of accessories to transform your look from drab to glam, writes Andrea Li",Anonymous.,24 Sep 2010,2010-09-24,False,False
17695,We need to change our sporting approach,Anonymous.,24 Sep 2010,2010-09-24,False,False
17855,Table of Contents,Anonymous.,25 Sep 2010,2010-09-25,False,False
17901,NEWS SECTION A; scmp.com today; CITY.LIFE.SPORT SECTION C; BUSINESS SECTION B,Anonymous.,25 Sep 2010,2010-09-25,False,False
17900,Murder inquiry after woman 'pushed off ship',"Lo, Clifford.",25 Sep 2010,2010-09-25,False,True
17899,HSI on track for its best month in 17 years,"Westra, Nick.",25 Sep 2010,2010-09-25,False,False
17898,Events,Anonymous.,25 Sep 2010,2010-09-25,False,False
17897,HK & Delta,Anonymous.,25 Sep 2010,2010-09-25,False,False
17896,Health,Anonymous.,25 Sep 2010,2010-09-25,False,False
17895,Crime,Anonymous.,25 Sep 2010,2010-09-25,False,False
17894,Business,Anonymous.,25 Sep 2010,2010-09-25,False,False
17893,Bankruptcy action,Anonymous.,25 Sep 2010,2010-09-25,False,False
17892,Ballet classes give children a step up,Anonymous.,25 Sep 2010,2010-09-25,False,False
17891,Aids activist Gao Yaojie hard at work in USGao still hoping her work will raise Aids awareness,Ng Tze-wei in New York.,25 Sep 2010,2010-09-25,False,False
17890,3 more suspected dengue fever cases reported,"Moy, Patsy; Heron, Liz.",25 Sep 2010,2010-09-25,False,False
17889,Bruce Lee's nunchakus for auction,"Eng, Dennis.",25 Sep 2010,2010-09-25,False,False
17888,"Romeo, Juliet inspire protest","Nip, Amy.",25 Sep 2010,2010-09-25,False,False
17887,"Ex-constable jailed for HK$90,000 scams Law enforcer's acts despicable, judge says","Chiu, Austin.",25 Sep 2010,2010-09-25,False,False
17902,Next likely HSBC chairman known for calm and firm style,"Yiu, Enoch.",25 Sep 2010,2010-09-25,False,True
17903,Sinochem talking to banks on Potash bid Loan proposals on table in case of move,"Rovnick, Naomi.",25 Sep 2010,2010-09-25,False,False
17905,Trawler skipper expected homeNation set to welcome home trawler skipper,"Chan, Minnie; Agencies in Tokyo.",25 Sep 2010,2010-09-25,False,False
17886,City makes poor sport of imparting gift of health,"Clem, Will.",25 Sep 2010,2010-09-25,False,True
11633,More announcements in Classified Notices... [Derived Headline],Anonymous.,25 Sep 2010,2010-09-25,False,False
11632,Pay-off for Taiwanese tycoon shut out of ATV,"Chow, Vivienne.",25 Sep 2010,2010-09-25,False,False
11631,Policeman tells court of kick from activist,"Ng, Maggie.",25 Sep 2010,2010-09-25,False,True
11630,Quotes of the Week,Anonymous.,25 Sep 2010,2010-09-25,False,False
11629,Shanghai's small investors learn how to play safe,Nick Westra in Shanghai.,25 Sep 2010,2010-09-25,False,True
11628,Table of Contents,Anonymous.,25 Sep 2010,2010-09-25,False,False
11627,Tsang may get a sinking feeling when he sees this unfortunate slip by his image-makers,Anonymous.,25 Sep 2010,2010-09-25,False,True
17904,Sport,Anonymous.,25 Sep 2010,2010-09-25,False,False
11626,"Proof at last that the government treats all Hongkongers equally - equally badly, that is",Anonymous.,25 Sep 2010,2010-09-25,False,False
11624,Managing housing education,Anonymous.,25 Sep 2010,2010-09-25,False,True
11623,Henderson Land says it sold a flat at its controversial 39 Conduit Road development... [Derived Headline],"Liu, Yvonne.",25 Sep 2010,2010-09-25,False,False
11622,Minister shrugs off criticism of Games bid,"Leung, Paggie.",25 Sep 2010,2010-09-25,False,False
11621,Manila hostage victims advised to try mediation first for payouts,"Tsang, Phyllis.",25 Sep 2010,2010-09-25,False,True
11618,Indemnity claim against Jinhui firms struck out,"Wallis, Keith.",25 Sep 2010,2010-09-25,False,False
17907,HSBC names new top two; chief to retire HSBC names new top two; Geoghegan to retire Gulliver replaces Geoghegan in HK,"Yiu, Enoch.",25 Sep 2010,2010-09-25,False,False
17906,Wesley Wan's ex-wife told to back off Automobile Association chief seeks injunction after pest control visits and power cut,"Man, Joyce.",25 Sep 2010,2010-09-25,False,False
11625,52 hospital errors in 6 months,"Simpson, Cheung.",25 Sep 2010,2010-09-25,False,False
17854,Tsang may get a sinking feeling when he sees this unfortunate slip by his image-makers,Anonymous.,25 Sep 2010,2010-09-25,False,True
17885,"Stronger yuan, longer break bring business to city's jewellers","Sun, Celine.",25 Sep 2010,2010-09-25,False,False
17883,Villagers to stay put despite losing court bid to halt home clearance,"Man, Joyce.",25 Sep 2010,2010-09-25,False,False
17871,Partner or parasite? Time for Hong Kong to choose,Anonymous.,25 Sep 2010,2010-09-25,False,False
17870,Real shortage. ... [Derived Headline],Anonymous.,25 Sep 2010,2010-09-25,False,False
17869,Reduce consumption before buying more nuclear power,Anonymous.,25 Sep 2010,2010-09-25,False,False
17868,Rethink the one-child policy before it's too late,Anonymous.,25 Sep 2010,2010-09-25,False,False
17867,Why children can't be a convenience purchase,Anonymous.,25 Sep 2010,2010-09-25,False,False
17866,HK officials to discuss diabetes pills' risks,"Moy, Patsy; Associated Press.",25 Sep 2010,2010-09-25,False,False
17865,Police force accused of disrespect for not raising the national flag,"Kang-chung, Ng.",25 Sep 2010,2010-09-25,False,False
17872,"In the absence of threat, leave Article 23 alone... [Derived Headline]",Anonymous.,25 Sep 2010,2010-09-25,False,False
17864,market watch,Anonymous.,25 Sep 2010,2010-09-25,False,True
17862,Whatever happened to down-and-out mainlanders?,Anonymous.,25 Sep 2010,2010-09-25,False,True
17861,"Legal aid eligibility limits may be raised Proposed changes an improvement but still substandard, says deputy panel chief","Ng, Maggie; Chiu, Austin.",25 Sep 2010,2010-09-25,False,True
17860,More announcements in Classified Notices... [Derived Headline],Anonymous.,25 Sep 2010,2010-09-25,False,False
17859,Pay-off for Taiwanese tycoon shut out of ATV,"Chow, Vivienne.",25 Sep 2010,2010-09-25,False,False
17858,Policeman tells court of kick from activist,"Ng, Maggie.",25 Sep 2010,2010-09-25,False,True
17857,Quotes of the Week,Anonymous.,25 Sep 2010,2010-09-25,False,False
17856,Shanghai's small investors learn how to play safe,Nick Westra in Shanghai.,25 Sep 2010,2010-09-25,False,True
17863,"New stocks beat expectations on debut Magic, MicroPort soar more than 35pc above offer price to raise funds for expansion","Lee, Amanda.",25 Sep 2010,2010-09-25,False,True
17873,HSBC boardroom struggle turns ugly and transparent... [Derived Headline],Anonymous.,25 Sep 2010,2010-09-25,False,False
17874,Positive thinking can fuel success,Anonymous.,25 Sep 2010,2010-09-25,False,False
17875,Now TV spin-off talk fuels surge in PCCW shares,"Perez, Bien.",25 Sep 2010,2010-09-25,False,False
17882,Worth viewing. ... [Derived Headline; Caption text only],Anonymous.,25 Sep 2010,2010-09-25,False,False
17881,Activists' Central rally,Anonymous.,25 Sep 2010,2010-09-25,False,False
17880,Analysts say Beijing won't bend on the yuan to curry favour with Washington,Cary Huang in Beijing; Reuters.,25 Sep 2010,2010-09-25,False,False
17879,"Gloating may backfire, scholars warn Fears celebrating victory over trawler affair may spark angry Japanese reaction","Yu, Verna.",25 Sep 2010,2010-09-25,False,True
17845,Indemnity claim against Jinhui firms struck out,"Wallis, Keith.",25 Sep 2010,2010-09-25,False,False
17846,HK$1m offer tops rewards for help in solving crimes,"Lo, Clifford.",25 Sep 2010,2010-09-25,False,False
17847,Insurance authority plan opposed by 95pc of HK agents,"Leung, Paggie.",25 Sep 2010,2010-09-25,False,False
17848,Manila hostage victims advised to try mediation first for payouts,"Tsang, Phyllis.",25 Sep 2010,2010-09-25,False,True
17849,Minister shrugs off criticism of Games bid,"Leung, Paggie.",25 Sep 2010,2010-09-25,False,False
17850,Henderson Land says it sold a flat at its controversial 39 Conduit Road development... [Derived Headline],"Liu, Yvonne.",25 Sep 2010,2010-09-25,False,False
17851,Managing housing education,Anonymous.,25 Sep 2010,2010-09-25,False,True
17852,52 hospital errors in 6 months,"Simpson, Cheung.",25 Sep 2010,2010-09-25,False,False
11634,"Legal aid eligibility limits may be raised Proposed changes an improvement but still substandard, says deputy panel chief","Ng, Maggie; Chiu, Austin.",25 Sep 2010,2010-09-25,False,True
17853,"Proof at last that the government treats all Hongkongers equally - equally badly, that is",Anonymous.,25 Sep 2010,2010-09-25,False,False
17878,"Alan Oates, retirement, risk and finance business leader - Hong Kong, Mercer... [Derived Headline]",Anonymous.,25 Sep 2010,2010-09-25,False,False
17877,Beijing Firm paid to thwart petitioners... [Derived Headline],Anonymous.,25 Sep 2010,2010-09-25,False,False
17876,Bank to recruit 250 new staff,Anonymous.,25 Sep 2010,2010-09-25,False,False
17884,Towngas to halve prices for poor; it's 'not political',"Kang-chung, Ng.",25 Sep 2010,2010-09-25,False,False
11635,Whatever happened to down-and-out mainlanders?,Anonymous.,25 Sep 2010,2010-09-25,False,True
11619,HK$1m offer tops rewards for help in solving crimes,"Lo, Clifford.",25 Sep 2010,2010-09-25,False,False
11637,market watch,Anonymous.,25 Sep 2010,2010-09-25,False,True
11662,Bruce Lee's nunchakus for auction,"Eng, Dennis.",25 Sep 2010,2010-09-25,False,False
11663,3 more suspected dengue fever cases reported,"Moy, Patsy; Heron, Liz.",25 Sep 2010,2010-09-25,False,False
11664,Aids activist Gao Yaojie hard at work in USGao still hoping her work will raise Aids awareness,Ng Tze-wei in New York.,25 Sep 2010,2010-09-25,False,False
11665,Ballet classes give children a step up,Anonymous.,25 Sep 2010,2010-09-25,False,False
11666,Bankruptcy action,Anonymous.,25 Sep 2010,2010-09-25,False,False
11636,"New stocks beat expectations on debut Magic, MicroPort soar more than 35pc above offer price to raise funds for expansion","Lee, Amanda.",25 Sep 2010,2010-09-25,False,True
11680,HSBC names new top two; chief to retire HSBC names new top two; Geoghegan to retire Gulliver replaces Geoghegan in HK,"Yiu, Enoch.",25 Sep 2010,2010-09-25,False,False
11679,Wesley Wan's ex-wife told to back off Automobile Association chief seeks injunction after pest control visits and power cut,"Man, Joyce.",25 Sep 2010,2010-09-25,False,False
11678,Trawler skipper expected homeNation set to welcome home trawler skipper,"Chan, Minnie; Agencies in Tokyo.",25 Sep 2010,2010-09-25,False,False
11661,"Romeo, Juliet inspire protest","Nip, Amy.",25 Sep 2010,2010-09-25,False,False
11677,Sport,Anonymous.,25 Sep 2010,2010-09-25,False,False
11675,Next likely HSBC chairman known for calm and firm style,"Yiu, Enoch.",25 Sep 2010,2010-09-25,False,True
11674,NEWS SECTION A; scmp.com today; CITY.LIFE.SPORT SECTION C; BUSINESS SECTION B,Anonymous.,25 Sep 2010,2010-09-25,False,False
11673,Murder inquiry after woman 'pushed off ship',"Lo, Clifford.",25 Sep 2010,2010-09-25,False,True
11672,HSI on track for its best month in 17 years,"Westra, Nick.",25 Sep 2010,2010-09-25,False,False
11671,Events,Anonymous.,25 Sep 2010,2010-09-25,False,False
11670,HK & Delta,Anonymous.,25 Sep 2010,2010-09-25,False,False
11669,Health,Anonymous.,25 Sep 2010,2010-09-25,False,False
11668,Crime,Anonymous.,25 Sep 2010,2010-09-25,False,False
11667,Business,Anonymous.,25 Sep 2010,2010-09-25,False,False
11676,Sinochem talking to banks on Potash bid Loan proposals on table in case of move,"Rovnick, Naomi.",25 Sep 2010,2010-09-25,False,False
11660,"Ex-constable jailed for HK$90,000 scams Law enforcer's acts despicable, judge says","Chiu, Austin.",25 Sep 2010,2010-09-25,False,False
11620,Insurance authority plan opposed by 95pc of HK agents,"Leung, Paggie.",25 Sep 2010,2010-09-25,False,False
11658,"Stronger yuan, longer break bring business to city's jewellers","Sun, Celine.",25 Sep 2010,2010-09-25,False,False
11652,"Gloating may backfire, scholars warn Fears celebrating victory over trawler affair may spark angry Japanese reaction","Yu, Verna.",25 Sep 2010,2010-09-25,False,True
11659,City makes poor sport of imparting gift of health,"Clem, Will.",25 Sep 2010,2010-09-25,False,True
11651,"Alan Oates, retirement, risk and finance business leader - Hong Kong, Mercer... [Derived Headline]",Anonymous.,25 Sep 2010,2010-09-25,False,False
11650,Beijing Firm paid to thwart petitioners... [Derived Headline],Anonymous.,25 Sep 2010,2010-09-25,False,False
11648,Now TV spin-off talk fuels surge in PCCW shares,"Perez, Bien.",25 Sep 2010,2010-09-25,False,False
11647,Positive thinking can fuel success,Anonymous.,25 Sep 2010,2010-09-25,False,False
11646,HSBC boardroom struggle turns ugly and transparent... [Derived Headline],Anonymous.,25 Sep 2010,2010-09-25,False,False
11645,"In the absence of threat, leave Article 23 alone... [Derived Headline]",Anonymous.,25 Sep 2010,2010-09-25,False,False
11644,Partner or parasite? Time for Hong Kong to choose,Anonymous.,25 Sep 2010,2010-09-25,False,False
11643,Real shortage. ... [Derived Headline],Anonymous.,25 Sep 2010,2010-09-25,False,False
11649,Bank to recruit 250 new staff,Anonymous.,25 Sep 2010,2010-09-25,False,False
11641,Rethink the one-child policy before it's too late,Anonymous.,25 Sep 2010,2010-09-25,False,False
11642,Reduce consumption before buying more nuclear power,Anonymous.,25 Sep 2010,2010-09-25,False,False
11656,Villagers to stay put despite losing court bid to halt home clearance,"Man, Joyce.",25 Sep 2010,2010-09-25,False,False
11655,Worth viewing. ... [Derived Headline; Caption text only],Anonymous.,25 Sep 2010,2010-09-25,False,False
11654,Activists' Central rally,Anonymous.,25 Sep 2010,2010-09-25,False,False
11657,Towngas to halve prices for poor; it's 'not political',"Kang-chung, Ng.",25 Sep 2010,2010-09-25,False,False
11653,Analysts say Beijing won't bend on the yuan to curry favour with Washington,Cary Huang in Beijing; Reuters.,25 Sep 2010,2010-09-25,False,False
11638,Police force accused of disrespect for not raising the national flag,"Kang-chung, Ng.",25 Sep 2010,2010-09-25,False,False
11639,HK officials to discuss diabetes pills' risks,"Moy, Patsy; Associated Press.",25 Sep 2010,2010-09-25,False,False
11640,Why children can't be a convenience purchase,Anonymous.,25 Sep 2010,2010-09-25,False,False
25093,Asian teams get hands-on as HK hosts annual Gaelic Games,"Coonan, Clifford.",26 Sep 2010,2010-09-26,False,False
25092,NEWS SECTION; scmp.com today; SUNDAY SPORT; THE REVIEW,Anonymous.,26 Sep 2010,2010-09-26,False,False
25091,National,Anonymous.,26 Sep 2010,2010-09-26,False,False
25090,Hong Kong,Anonymous.,26 Sep 2010,2010-09-26,False,False
25089,"The data jackpot, or a deal with the devil? Data hub for high-frequency stock trading","Lo, Alex.",26 Sep 2010,2010-09-26,False,False
25087,19 sailors languish in Somali pirate lair19 sailors languish in pirate lair Held for 3 months - and no sign of release,"Torode, Greg; Wallis, Keith.",26 Sep 2010,2010-09-26,False,True
25094,Carole Day's last known movements,Anonymous.,26 Sep 2010,2010-09-26,False,False
25086,Small-class teaching policy is an investment in Hong Kong's future,Anonymous.,26 Sep 2010,2010-09-26,False,True
25085,MPF scheme should be replaced with something that works... [Derived Headline],Anonymous.,26 Sep 2010,2010-09-26,False,False
25083,Under fire. ... [Derived Headline],Anonymous.,26 Sep 2010,2010-09-26,False,False
25082,"A billionaire's call to alms Business is booming for Chen Guangbiao's recycling firm. And the more he makes, the more he gives away - 1.3 billion yuan so far. Stephan Finsterbusch reports",Anonymous.,26 Sep 2010,2010-09-26,False,True
25088,Agenda,Anonymous.,26 Sep 2010,2010-09-26,False,False
25095,HSBC's new chief faces big pay drop Gulliver may earn 40pc less in HK role,"Gough, Neil.",26 Sep 2010,2010-09-26,False,True
25084,Needless Philippine travel alert only adds to dangers,Anonymous.,26 Sep 2010,2010-09-26,False,False
25097,Kidnap expert joins hunt for HK woman,"Evans, Annemarie; Parry, Hazel.",26 Sep 2010,2010-09-26,False,True
25096,Infighting may put it in a league of its own,"Leung, Ambrose.",26 Sep 2010,2010-09-26,False,True
25112,Police arrest 12 in raid on high-rise brothels in Wan Chai,"Carney, John.",26 Sep 2010,2010-09-26,False,False
25111,Hong Kong's screaming sensation,"Parry, Simon.",26 Sep 2010,2010-09-26,False,False
25109,Pump gives hope to patients queuing for hearts,"Li, Vivian.",26 Sep 2010,2010-09-26,False,False
25108,Augmented reality: soon it will be all around us,"Lam, Lana.",26 Sep 2010,2010-09-26,False,False
25110,The other Hongkonger humiliated by Cowell,Anonymous.,26 Sep 2010,2010-09-26,False,False
25106,Delhi could still pull off a win in race against time,Anonymous.,26 Sep 2010,2010-09-26,False,False
25107,Bumper art week set to lure collectors from across the region as prized pieces go on sale,"Chow, Vivienne.",26 Sep 2010,2010-09-26,False,False
25104,"US, Asean call for freedom of navigation Beijing's ire may have forced leaders to tone down statement on South China Sea","Kristin Jones in New York; Torode, Greg.",26 Sep 2010,2010-09-26,False,True
25103,Get ready for an easing of one-child policy {hellip} in 2033,Mimi Lau in Guangzhou.,26 Sep 2010,2010-09-26,False,False
25102,Transcriber hears music in the patter of words,Changing Faces.,26 Sep 2010,2010-09-26,False,False
25101,Crime,Anonymous.,26 Sep 2010,2010-09-26,False,False
25100,Education,Anonymous.,26 Sep 2010,2010-09-26,False,False
25099,Mark Six,Anonymous.,26 Sep 2010,2010-09-26,False,True
25098,Columnist accuses Manila of appeasing 'arrogant' HK,"Parry, Simon.",26 Sep 2010,2010-09-26,False,True
25105,A sensory pleasure. ... [Derived Headline; Caption text only],Anonymous.,26 Sep 2010,2010-09-26,False,False
11984,Think tank chief says mainland sales vital to HK,"Cheung, Gary.",27 Sep 2010,2010-09-27,False,True
11985,Expert doubts businesswoman was kidnapped,"Evans, Annemarie.",27 Sep 2010,2010-09-27,False,True
11986,Driver held after Kwai Chung crash leaves taxi driver dead,"Moy, Patsy.",27 Sep 2010,2010-09-27,False,False
11987,Deposit scheme leaves lenders further in debt Gambling on market proves risky,Daniel Ren in Shanghai.,27 Sep 2010,2010-09-27,False,True
11993,"Andrew Lawrence Director, head of regional property research, Asia ex-Japan Barclays Capital",Anonymous.,27 Sep 2010,2010-09-27,False,False
11989,Table of Contents: [1],Anonymous.,27 Sep 2010,2010-09-27,False,False
11990,Free meal to help deprived find meaning in life,"Wan, Adrian.",27 Sep 2010,2010-09-27,False,False
11991,Security firm chiefs held over petitioners,"Yan, Alice.",27 Sep 2010,2010-09-27,False,False
11992,Lincoln Kinley Senior associate Tanner De Witt,Anonymous.,27 Sep 2010,2010-09-27,False,False
11983,"Half of residents hit by air-con exhaust Households turn on air cons because of neighbours' hot air, green group's study finds","Simpson, Cheung.",27 Sep 2010,2010-09-27,False,False
11994,"Chuck Yeung Rail sector manager, HK O'Donnell Griffin-Rail Hong Kong",Anonymous.,27 Sep 2010,2010-09-27,False,True
11988,Beijing Mengniu chief for charity dinner... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
11982,In Brief,Anonymous.,27 Sep 2010,2010-09-27,False,False
12034,Hugs beat housework for building family ties,"Yuk-hang, Ng.",27 Sep 2010,2010-09-27,False,False
11980,Ready to launch. ... [Derived Headline],Anonymous.,27 Sep 2010,2010-09-27,False,False
11979,Sun King plans US$100m offering,"Yu, Sophie.",27 Sep 2010,2010-09-27,False,False
12032,"Games an investment in sports, officials say",Tanna Chong.,27 Sep 2010,2010-09-27,False,False
12033,HK firms offer yuan-based insurance policies,"Yiu, Enoch.",27 Sep 2010,2010-09-27,False,False
11995,"Kenneth Tung Managing director, head of financial institutions group, Asia-Pacific Royal Bank of Scotland",Anonymous.,27 Sep 2010,2010-09-27,False,True
12035,"Los Angeles' other duck goes hip hop in black, white and grey",Anonymous.,27 Sep 2010,2010-09-27,False,False
12036,Mainland helicopter market gets set for lift-off but barriers remain,"So, Charlotte.",27 Sep 2010,2010-09-27,False,True
12037,"Model fights US charges relating to drugs, crash",Associated Press in Reno.,27 Sep 2010,2010-09-27,False,False
12038,Pan-democrats not as divided as believed,Tanna Chong.,27 Sep 2010,2010-09-27,False,False
12039,Residents protest over beauty spot landfill plan,"Yuk-hang, Ng.",27 Sep 2010,2010-09-27,False,False
12040,Social Enterprise Challenge a rare chance for students and fresh graduates to shine,Anonymous.,27 Sep 2010,2010-09-27,False,False
12041,Mainland attitudes to HIV/Aids must change,Anonymous.,27 Sep 2010,2010-09-27,False,True
12042,HK-Zhuhai-Macau bridge offers a poor transport alternative,Anonymous.,27 Sep 2010,2010-09-27,False,True
18242,Drivers could be spared Eastern crossing toll rise Motorists could be spared toll rise at Eastern Harbour Tunnel Study expected to call for Cross-Harbour Tunnel increase,"Lam, Anita.",27 Sep 2010,2010-09-27,False,False
11981,Macau refuse station riles critics Two world heritage sites under threat from development plans,"Lai, Chloe.",27 Sep 2010,2010-09-27,False,True
11996,Table of Contents,"Corner, IPO.",27 Sep 2010,2010-09-27,False,False
12004,The girl who put a sparkle in Emperor Cindy Yeung rose through ranks before leading,"Yiu, Enoch.",27 Sep 2010,2010-09-27,False,False
11998,"Matthew Glynn Head, IP and technology, Asia DLA Piper",Anonymous.,27 Sep 2010,2010-09-27,False,True
12031,Events,Anonymous.,27 Sep 2010,2010-09-27,False,False
12030,Developers' Guangzhou project faces test,Peggy Sito in Guangzhou.,27 Sep 2010,2010-09-27,False,False
12029,"Chinese food culture needs to be changed, health officials say","Moy, Patsy.",27 Sep 2010,2010-09-27,False,False
12028,Balenciaga spreads wings with new Harbour City store,Anonymous.,27 Sep 2010,2010-09-27,False,False
12027,Wen returns to hot topic of political reform Wen repeats call for reform,Ng Tze-wei in New York.,27 Sep 2010,2010-09-27,False,False
12026,Transport,Anonymous.,27 Sep 2010,2010-09-27,False,False
12025,Taiwan enjoys boom in serviced offices,Anonymous.,27 Sep 2010,2010-09-27,False,False
12024,Shipping,Anonymous.,27 Sep 2010,2010-09-27,False,False
12023,Picture of health. ... [Derived Headline; Caption text only],Anonymous.,27 Sep 2010,2010-09-27,False,False
12021,Mongolia teeters on the brink of a mining boom Resource-rich Mongolia teeters on the brink of massive mining boom,Naomi Rovnick in Ulan Bator.,27 Sep 2010,2010-09-27,False,True
12020,Market jitters over HSBC leadership battle,"Westra, Nick.",27 Sep 2010,2010-09-27,False,True
12019,Listings,Anonymous.,27 Sep 2010,2010-09-27,False,False
12018,Hyundai changes up a gear in mainland driveHyundai moves up a gear in mainland sales Korean carmaker expands from taxi ranks,"Gough, Neil.",27 Sep 2010,2010-09-27,False,True
12017,fear on cost of new rail line Bill may be pushed to HK$10b,"Moy, Patsy.",27 Sep 2010,2010-09-27,False,True
12016,Dropping student rolls slash profits for firms Dropping student rolls slash profits for firms,"Yau, Elaine.",27 Sep 2010,2010-09-27,False,False
12015,Drivers could be spared Eastern crossing toll rise Motorists could be spared toll rise at Eastern Harbour Tunnel Study expected to call for Cross-Harbour Tunnel increase,"Lam, Anita.",27 Sep 2010,2010-09-27,False,False
12014,Customs,Anonymous.,27 Sep 2010,2010-09-27,False,False
11999,Michael Gagie Partner Maples and Calder,Anonymous.,27 Sep 2010,2010-09-27,False,True
