,title,byline,dates,datetime
11804,Time for Xiaomi to find 'the next big thing' before it's too late: Chinese smartphone maker needs to find 'the next big thing' if it is to achieve global success,,5-Jan-15,2015-01-05
11803,Life insurers see young rock stars as 'high risk',"yiu, Enoch.",5-Jan-15,2015-01-05
11802,"Boutique fitness firms go hi-tech in challenge to Hong Kong's gym chains: Hong Kong's US$300m fitness market has long been dominated by big box gym chains, but new entrants and technology may help change that","Ap, Tiffany.",5-Jan-15,2015-01-05
11801,China Construction Bank next big SOE to embrace reform: The second-largest lender on the mainland says it will look into mixed ownership under reform push that will lead to better governance,"Weinland, Don.",5-Jan-15,2015-01-05
11800,"Financial services firms brace for new reforms in 2015: Fund, insurance and pension sectors face challenges this year due to planned regulatory changes and growing market uncertainties","Yiu, Enoch.",5-Jan-15,2015-01-05
11832,Legco protest site back on agenda,,5-Jan-15,2015-01-05
11798,China's crackdown on tax evasion to impact cross-border transactions: Multinationals told to be more cautious about intra-group transactions as Beijing imposes stiff measures against avoidance and evasion,Toh Han Shih.,5-Jan-15,2015-01-05
11814,Beijing home price rebound in 2015 unlikely: Downward pressure looks set to persist in capital due to oversupply,"Chiang, Langi.",5-Jan-15,2015-01-05
11799,Beijing's Silk Road plan may score low on investment returns: 'Going global' initiative could stabilise China growth but losses may be incurred in some cases for the sake of political needs,"Ruan, Victoria.",5-Jan-15,2015-01-05
11816,"Letters Question, January 05, 2015",,5-Jan-15,2015-01-05
11815,"Letters to the Editor, January 05, 2015",,5-Jan-15,2015-01-05
11830,who said it?,,5-Jan-15,2015-01-05
11829,"HKEx should focus on commodities, boosting trading ties with China, say analysts: Local bourse should focus on products that appeal to Chinese retail investors and further expand commodities trading in 2015, say analysts","Yiu, Enoch.",5-Jan-15,2015-01-05
11828,Hong Kong to handle arbitration cases in deal with international court: City and Beijing sign pacts with Hague-based organisation to resolve state and private cases,"Wan, Adrian.",5-Jan-15,2015-01-05
11827,Hongkongers will not be told who owns ivory: Conservation officials cite privacy as they reject idea of publishing list of city's licensed traders despite calls for transparency from activists,"Kao, Ernest.",5-Jan-15,2015-01-05
11825,Chinese families demand release of Shanghai stampede victims' bodies after foreigners' remains are returned: Locals demand equal treatment from the authorities after the remains of only the foreigners are returned to their families,"Zuo, Mandy.",5-Jan-15,2015-01-05
11824,Jailed Taiwanese ex-president Chen Shui-bian expected to be released on medical parole Monday: Taiwan's justice ministry to decide by noon on medical parole for ailing Chen Shui-bian,"Chen, Andrea.",5-Jan-15,2015-01-05
11826,"Inside the Asia Television soap opera: Struggling network faces multiple problems, including lack of cash, failure to pay staff salaries and charges that it no longer caters to Hongkongers","Chow, Vivienne.",5-Jan-15,2015-01-05
11822,"Deputy chiefs named in China's latest power reshuffle in government and military: Bank regulator, economic planner and Chengdu military unit among agencies to get new No.2s","Chen, Andrea.",5-Jan-15,2015-01-05
11821,"Want a top dog? Good plus better doesn't make best, study suggests: Research on the mainland into a gene linked to obsessive-compulsive behaviour could change the way we think about breeding animals","Chen, Stephen.",5-Jan-15,2015-01-05
11820,"China Digest, January 5, 2015",,5-Jan-15,2015-01-05
11819,China's new pollution laws must be enforced,,5-Jan-15,2015-01-05
11818,Farming still has a part to play in Hong Kong,,5-Jan-15,2015-01-05
11817,Hong Kong stuck in a rut and must look beyond finance and tourism,,5-Jan-15,2015-01-05
11823,Nanjing party boss in graft probe,,5-Jan-15,2015-01-05
12025,20 people to face contempt charges over Occupy clearance in Mong Kok,"Chan, Thomas.",6-Jan-15,2015-01-06
12028,"Introduce rent control scheme to protect the poor, Legco panel says: Legco panel demands scheme to protect families forced into subdivided flats","Kang-chung, Ng.",6-Jan-15,2015-01-06
12027,"Hong Kong expo takings up despite warnings over Occupy protests: 49th Brands and Products Expo proves a big hit as sales rise 15 per cent despite fall in mainland visitors, cold weather and Occupy Central","Gao, Kathy.",6-Jan-15,2015-01-06
12026,"Claims against Occupy Central founders have no precedent and will be heard in a higher court, adjudicator rules: Adjudicator at tribunal orders claims, worth HK$118,000, to be heard in a higher court","Chu, Julie.",6-Jan-15,2015-01-06
12024,West Kowloon will pay HK$300m towards basement costs for arts hub,"Chow, Vivienne.",6-Jan-15,2015-01-06
12017,More frequent car bans ahead for Beijing,,6-Jan-15,2015-01-06
12022,New voting-age cardinals: Voting and non-voting cardinals,,6-Jan-15,2015-01-06
12021,What's in a label? Chinese firms try to cover origins of clothing in Japan,Julian Ryall in.,6-Jan-15,2015-01-06
12020,Constitutional reform: The main questions,"Cheung, Tony; Cheung, Gary.",6-Jan-15,2015-01-06
12019,"30-odd Occupy figures on police list: Lawmakers, activists called to police headquarters 'to assist in probe'","Lo, Clifford; Lam, Jeffie.",6-Jan-15,2015-01-06
12018,"Hong Kong-Shenzhen stocks through-train next, says Li Keqiang","Yiu, Enoch; He Huifeng.",6-Jan-15,2015-01-06
12030,How to choose a hydration pack: Finding it difficult to choose a hydration pack? Rachel Jacqueline goes straight to the source,"Rachel, Jacqueline.",6-Jan-15,2015-01-06
12023,Human influence through greenhouse gas emissions proved,,6-Jan-15,2015-01-06
12031,Instagram contest,,6-Jan-15,2015-01-06
12038,Results,,6-Jan-15,2015-01-06
12033,Tung Chung is a gateway to many great running trails,"Rachel, Jacqueline.",6-Jan-15,2015-01-06
12034,Pang Ho-cheung's film Women Who Flirt adapts a Taiwanese dating manual: Director Pang Ho-cheung tells Yvonne Teh how a Taiwanese dating manual became the source material for his latest comedy,"Teh, Yvonne.",6-Jan-15,2015-01-06
12035,Harbour punked: Harbour Punked,,6-Jan-15,2015-01-06
12036,Redkirk stands out as a future Derby prospect,"Aitken, Alan.",6-Jan-15,2015-01-06
12037,Triple Trio punters can follow Sempiternal's lead: Chris So-trained galloper has reversed its form to become a solid banker in the middle pin with a good gate and Brett Prebble back in saddle,"Cox, Michael.",6-Jan-15,2015-01-06
12039,Tragic lessons fro Shanghai stampede and Harbin fire are no accident,,6-Jan-15,2015-01-06
12040,No one is safe from skin cancer,,6-Jan-15,2015-01-06
12041,"Letters to the Editor, January 06, 2015",,6-Jan-15,2015-01-06
12042,"Letters Question, January 06, 2015",,6-Jan-15,2015-01-06
12043,"Erwiana's injuries unlikely to be self-inflicted, trial hears: Expert witness says there is nothing to indicate maid inflicted injuries herself and rules out possibility they were down to clumsiness","Lau, Chris.",6-Jan-15,2015-01-06
12044,Burning greed unfulfilled,,6-Jan-15,2015-01-06
12045,Building work starts on Hong Kong Disneyland's third hotel: HK$4.2b Explorers Lodge will boost overnight room capacity by 750,"Kao, Ernest.",6-Jan-15,2015-01-06
12046,"Anti-gay attitudes should be tolerated in Hong Kong society, new research reveals","Zhao, Shirley.",6-Jan-15,2015-01-06
12016,"Talking Points, January 6, 2015",,6-Jan-15,2015-01-06
12032,Runners give their views on hydration packs: We delve into the packs of four local runners to get their views on the best options around,"Rachel, Jacqueline.",6-Jan-15,2015-01-06
12015,The United States hegemon rules on tax matters,"Lo, Alex.",6-Jan-15,2015-01-06
12029,"As the number of homeless climbs in Hong Kong, NGOs and scholars call for more flexible strategies: As the number of homeless swells in Hong Kong, NGOs and scholars call for more flexible strategies to deal with the problem, write Gloria Chan and Andrea Chen","Chan, Gloria; Chen, Andrea.",6-Jan-15,2015-01-06
12013,Former Taiwanese president Chen Shui-bian out of jail on medical parole: Chen Shui-bian waves to supporters as he heads home on a month's leave from jail for treatment,"Chung, Lawrence.",6-Jan-15,2015-01-06
11994,Chart of the day: Spot the China disconnect,,6-Jan-15,2015-01-06
11993,events,,6-Jan-15,2015-01-06
11992,"Shanghai-HK connect scheme out almost a month due to holidays, needs change: Change urged for the scheme to allow investors to trade even when only one market is open","Yiu, Enoch.",6-Jan-15,2015-01-06
11991,Average MPF return just 1.5 per cent last year: Results marginally beat HSI as China equity funds fail to offset losses in Japan and Europe,"Yiu, Enoch.",6-Jan-15,2015-01-06
11990,"Demand in China for insurance products on the rise, but margins on the low side: Profit margins in mainland market lower than other regions but German insurer sees growth due to changes in natural catastrophe business","Man-ki, Kwong.",6-Jan-15,2015-01-06
11989,Graft probe nets two more China Southern executives,"Jiang, Sijia.",6-Jan-15,2015-01-06
11995,Housing demand driven by desire for less crowded flats,"van der Kamp, Jake.",6-Jan-15,2015-01-06
11988,China's Xiaomi more than doubles 2014 sales on global smartphone push,"Yu, Sophie.",6-Jan-15,2015-01-06
11986,Hong Kong needs a Building Affairs Tribunal,,6-Jan-15,2015-01-06
11985,"Hong Kong lawmakers impose additional limits on demonstrators at Legco protest zone: Lawmakersban overnight stays, fires and tents in protest zone and limit numbers next week as chief executive presents his policy address","So, Peter.",6-Jan-15,2015-01-06
11984,Poll shows low expectations for Chief Executive CY Leung's policy speech,"Lam, Jeffie.",6-Jan-15,2015-01-06
11983,Second minister slaps warning on heavily indebted ATV,"Lau, Stuart; Chow, Vivienne.",6-Jan-15,2015-01-06
11981,"Kwai Tsing container port 'outdated' and should be moved, study claims","Sung, Timmy.",6-Jan-15,2015-01-06
12014,"Who Said It? January 6, 2015",,6-Jan-15,2015-01-06
11987,Small IPOs start to test positive market sentiment,"Chan, Ray.",6-Jan-15,2015-01-06
11996,"Greentown China disputes Sunac declaration to buy joint ventures, legal action possible","Toh Han Shih; Chiang, Langi.",6-Jan-15,2015-01-06
11982,Shares of China's airlines soar on fuel surcharge cut by Beijing: Shares of the mainland's Big Three carriers close up to 10 per cent higher,"Jiang, Sijia.",6-Jan-15,2015-01-06
11998,Low-cost smartphone sales to bolster Asia semiconductor demand,"Perez, Bien.",6-Jan-15,2015-01-06
11997,Founder executives held in graft probe following Zenith allegations: Senior executives of securities firm's parent held for questioning after two months of corruption accusations by shareholder Zenith,Toh Han Shih.,6-Jan-15,2015-01-06
12010,Stampede 'vindicated university's festive ban',"Zuo, Mandy.",6-Jan-15,2015-01-06
12009,"Hong Kong braces to re-enter labyrinth of political reform: With the government consultation document about to be presented, no one expects a smooth ride","Cheung, Tony; Cheung, Gary.",6-Jan-15,2015-01-06
12008,'China's Rupert Murdoch' Li Ruigang steps down from SMG helm: Li Ruigang tipped to refocus attention on investment fund,"Ren, Daniel.",6-Jan-15,2015-01-06
12007,"China news in brief, January 6, 2015",,6-Jan-15,2015-01-06
12006,"Freeing former Taiwanese president Chen Shui-bian will reconcile opposing camps - or harm DPP's interests, analysts say: Freeing ex-Taiwanese president will reconcile the island's two opposing camps, some analysts say; others claim it could divide his party","Chung, Lawrence.",6-Jan-15,2015-01-06
12011,"Hong Kong braces to enter labyrinth of reform on the road to universal suffrage: With consultation document on reform to be presented tomorrow, no one expects a smooth ride","Cheung, Tony; Cheung, Gary.",6-Jan-15,2015-01-06
12004,'China's Rupert Murdoch' exits as Shanghai Media Group chief: Li Ruigang expected to redirect energies back to major investment fund China Media Capital,"Ren, Daniel.",6-Jan-15,2015-01-06
11999,"City Digest for January 6, 2015",,6-Jan-15,2015-01-06
12005,"Will Chen Shui-bian's release on medical parole change Taiwan's political landscape?: Medical parole for ex-Taiwanese leader will reconcile island's opposing camps, some analysts say; others claim it could divide DPP","Chung, Lawrence.",6-Jan-15,2015-01-06
12000,Must civilisation be so complicated?,,6-Jan-15,2015-01-06
12012,New push to allow more 2017 candidates: Proposal would stop hopefuls monopolising support from the nominating committee,"Cheung, Gary.",6-Jan-15,2015-01-06
12002,"Confessed murderer-rapist stands trial for crime blamed on innocent teenager Huugjilt: Prosecutors press murder charges again, 18 years after innocent man executed for crime","Zhou, Laura.",6-Jan-15,2015-01-06
12003,"Beijing mulls lower air pollution triggers for car bans: Capital considers whether to lower the pollution bar for emergency measures, including bans on car use in the city","Li, Jing; Gan, Nectar.",6-Jan-15,2015-01-06
12001,"Motive for attack with iron pipe will remain a mystery, judge says","Chu, Julie.",6-Jan-15,2015-01-06
12198,Rusal celebrates 5th anniversary in HK despite poor performance,,7-Jan-15,2015-01-07
12210,Income inequality and the obesity epidemic in Hong Kong,"Lo, Alex.",7-Jan-15,2015-01-07
12209,"Talking Points, January 7, 2015",,7-Jan-15,2015-01-07
12208,"Who Said It? January 7, 2015",,7-Jan-15,2015-01-07
12207,Appointment of former general as chief of staff shows Indonesia president's need for an enforcer: Luhut Binsar Panjaitan,"Chew, Amy.",7-Jan-15,2015-01-07
12206,"Hong Kong government should consider MTR, Disney asset sales to cope with fiscal crisis, say advisers: Government advisers raise possibility of selling assets and raising water tariffs if hard times hit","Wong, Olga.",7-Jan-15,2015-01-07
12226,Lawmakers raise security doubts on using RFID technology in new Hong Kong smart identity cards: 'Sloppily drafted' government paper fails to convince lawmakers data will be kept safe,"Lee, Danny.",7-Jan-15,2015-01-07
12203,China's top court opens way for green groups to sue polluters,"Li, Jing.",7-Jan-15,2015-01-07
12201,"Letters Question, January 07, 2015",,7-Jan-15,2015-01-07
12200,"Letters to the Editor, January 07, 2015",,7-Jan-15,2015-01-07
12199,Occupy cases litmus test for Hong Kong's rule of law,,7-Jan-15,2015-01-07
12211,Report 'distorts' Hongkongers' views of Beijing's rulings on reform,"Cheung, Tony; So, Peter; Kang-chung, Ng.",7-Jan-15,2015-01-07
12204,"China news in brief, January 7, 2015",,7-Jan-15,2015-01-07
12202,"Go-ahead for more GM crop studies: Permits renewed for research on several rice and corn strains, a move hailed by some scientists as a big step towards commercialisation","Chen, Stephen.",7-Jan-15,2015-01-07
12218,"Letters Facebook, January 07, 2015",,7-Jan-15,2015-01-07
12213,Latin America comes to Beijing for first cooperation forum: Beijing forum expected to map road ahead with resource-rich region in traditional US backyard,"Ng, Teddy; Victoria Ruan in Beijing; Chung, Lawrence.",7-Jan-15,2015-01-07
12214,Green light to grow GM crops on mainland,,7-Jan-15,2015-01-07
12215,Government mulls rules for health and nutritional claims on baby food: Government mulls regulating questionable health and nutritional claims on the packaging for milk formula and food for young children,"Ngo, Jennifer; Zhao, Shirley.",7-Jan-15,2015-01-07
